ubigeo,region,provincia,distrito,organizacion_politica,total_votos,partido_regional
110323,Junín,Jauja,Parco,UNION POR EL PERU,106,1
110323,Junín,Jauja,Parco,FUERZA POPULAR,29,0
110323,Junín,Jauja,Parco,PERUANOS POR EL KAMBIO,298,0
110323,Junín,Jauja,Parco,DEMOCRACIA DIRECTA,57,0
110324,Junín,Jauja,Pomacancha,CAMINEMOS JUNTOS POR JUNIN,173,1
110324,Junín,Jauja,Pomacancha,JUNIN SOSTENIBLE CON SU GENTE,127,1
110324,Junín,Jauja,Pomacancha,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,139,1
110324,Junín,Jauja,Pomacancha,ALIANZA PARA EL PROGRESO,256,1
110324,Junín,Jauja,Pomacancha,PERUANOS POR EL KAMBIO,41,0
110325,Junín,Jauja,Ricrán,CAMINEMOS JUNTOS POR JUNIN,108,1
110325,Junín,Jauja,Ricrán,JUNIN SOSTENIBLE CON SU GENTE,117,1
110325,Junín,Jauja,Ricrán,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,179,1
110325,Junín,Jauja,Ricrán,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,17,1
110325,Junín,Jauja,Ricrán,UNION POR EL PERU,79,1
110325,Junín,Jauja,Ricrán,FUERZA POPULAR,178,0
110326,Junín,Jauja,San Lorenzo,CAMINEMOS JUNTOS POR JUNIN,250,1
110326,Junín,Jauja,San Lorenzo,JUNIN SOSTENIBLE CON SU GENTE,238,1
110326,Junín,Jauja,San Lorenzo,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,157,1
110326,Junín,Jauja,San Lorenzo,ALIANZA PARA EL PROGRESO,72,1
110326,Junín,Jauja,San Lorenzo,UNION POR EL PERU,182,1
110326,Junín,Jauja,San Lorenzo,PERU PATRIA SEGURA,4,0
110326,Junín,Jauja,San Lorenzo,FUERZA POPULAR,252,0
110326,Junín,Jauja,San Lorenzo,PERUANOS POR EL KAMBIO,27,0
110327,Junín,Jauja,San Pedro de Chunán,CAMINEMOS JUNTOS POR JUNIN,64,1
110327,Junín,Jauja,San Pedro de Chunán,JUNIN SOSTENIBLE CON SU GENTE,121,1
110327,Junín,Jauja,San Pedro de Chunán,ALIANZA PARA EL PROGRESO,181,1
110327,Junín,Jauja,San Pedro de Chunán,FUERZA POPULAR,30,0
110327,Junín,Jauja,San Pedro de Chunán,PERUANOS POR EL KAMBIO,93,0
110328,Junín,Jauja,Sincos,CAMINEMOS JUNTOS POR JUNIN,231,1
110328,Junín,Jauja,Sincos,JUNIN SOSTENIBLE CON SU GENTE,352,1
110328,Junín,Jauja,Sincos,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,594,1
110328,Junín,Jauja,Sincos,ALIANZA PARA EL PROGRESO,53,1
110328,Junín,Jauja,Sincos,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,209,1
110328,Junín,Jauja,Sincos,UNION POR EL PERU,38,1
110328,Junín,Jauja,Sincos,FUERZA POPULAR,198,0
110328,Junín,Jauja,Sincos,JUNTOS POR EL PERU,53,1
110328,Junín,Jauja,Sincos,PERUANOS POR EL KAMBIO,217,0
110328,Junín,Jauja,Sincos,DEMOCRACIA DIRECTA,14,0
110329,Junín,Jauja,Tunan Marca,CAMINEMOS JUNTOS POR JUNIN,114,1
110329,Junín,Jauja,Tunan Marca,JUNIN SOSTENIBLE CON SU GENTE,141,1
110329,Junín,Jauja,Tunan Marca,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,153,1
110329,Junín,Jauja,Tunan Marca,FUERZA POPULAR,172,0
110329,Junín,Jauja,Tunan Marca,PERUANOS POR EL KAMBIO,25,0
110330,Junín,Jauja,Yauli,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,17,1
110330,Junín,Jauja,Yauli,CAMINEMOS JUNTOS POR JUNIN,214,1
110330,Junín,Jauja,Yauli,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,157,1
110330,Junín,Jauja,Yauli,ALIANZA PARA EL PROGRESO,277,1
110330,Junín,Jauja,Yauli,UNION POR EL PERU,20,1
110330,Junín,Jauja,Yauli,PERU PATRIA SEGURA,8,0
110330,Junín,Jauja,Yauli,FUERZA POPULAR,25,0
110330,Junín,Jauja,Yauli,PERUANOS POR EL KAMBIO,80,0
110331,Junín,Jauja,Curicaca,CAMINEMOS JUNTOS POR JUNIN,200,1
110331,Junín,Jauja,Curicaca,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,35,1
110331,Junín,Jauja,Curicaca,UNION POR EL PERU,338,1
110331,Junín,Jauja,Curicaca,FUERZA POPULAR,37,0
110331,Junín,Jauja,Curicaca,JUNTOS POR EL PERU,53,1
110331,Junín,Jauja,Curicaca,PERUANOS POR EL KAMBIO,117,0
110332,Junín,Jauja,Masma Chicche,CAMINEMOS JUNTOS POR JUNIN,16,1
110332,Junín,Jauja,Masma Chicche,JUNIN SOSTENIBLE CON SU GENTE,21,1
110332,Junín,Jauja,Masma Chicche,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,142,1
110332,Junín,Jauja,Masma Chicche,UNION POR EL PERU,217,1
110332,Junín,Jauja,Masma Chicche,FUERZA POPULAR,51,0
110332,Junín,Jauja,Masma Chicche,PERUANOS POR EL KAMBIO,32,0
110333,Junín,Jauja,Sausa,CAMINEMOS JUNTOS POR JUNIN,247,1
110333,Junín,Jauja,Sausa,JUNIN SOSTENIBLE CON SU GENTE,248,1
110333,Junín,Jauja,Sausa,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,91,1
110333,Junín,Jauja,Sausa,ALIANZA PARA EL PROGRESO,58,1
110333,Junín,Jauja,Sausa,UNION POR EL PERU,194,1
110333,Junín,Jauja,Sausa,PERU PATRIA SEGURA,99,0
110333,Junín,Jauja,Sausa,FUERZA POPULAR,160,0
110333,Junín,Jauja,Sausa,JUNTOS POR EL PERU,12,1
110333,Junín,Jauja,Sausa,PERUANOS POR EL KAMBIO,225,0
110333,Junín,Jauja,Sausa,DEMOCRACIA DIRECTA,25,0
110334,Junín,Jauja,Yauyos,CAMINEMOS JUNTOS POR JUNIN,801,1
110334,Junín,Jauja,Yauyos,JUNIN SOSTENIBLE CON SU GENTE,400,1
110334,Junín,Jauja,Yauyos,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,987,1
110334,Junín,Jauja,Yauyos,ALIANZA PARA EL PROGRESO,478,1
110334,Junín,Jauja,Yauyos,UNION POR EL PERU,121,1
110334,Junín,Jauja,Yauyos,PERU PATRIA SEGURA,248,0
110334,Junín,Jauja,Yauyos,FUERZA POPULAR,636,0
110334,Junín,Jauja,Yauyos,PERUANOS POR EL KAMBIO,432,0
110334,Junín,Jauja,Yauyos,DEMOCRACIA DIRECTA,242,0
110334,Junín,Jauja,Yauyos,ACCION POPULAR,166,1
110402,Junín,Junín,Carhuamayo,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,731,1
110402,Junín,Junín,Carhuamayo,CAMINEMOS JUNTOS POR JUNIN,314,1
110402,Junín,Junín,Carhuamayo,JUNIN SOSTENIBLE CON SU GENTE,56,1
110402,Junín,Junín,Carhuamayo,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,883,1
110402,Junín,Junín,Carhuamayo,ALIANZA PARA EL PROGRESO,89,1
110402,Junín,Junín,Carhuamayo,UNION POR EL PERU,69,1
110402,Junín,Junín,Carhuamayo,FUERZA POPULAR,16,0
110402,Junín,Junín,Carhuamayo,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,284,1
110402,Junín,Junín,Carhuamayo,PARTIDO APRISTA PERUANO,112,0
110403,Junín,Junín,Ondores,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,255,1
110403,Junín,Junín,Ondores,CAMINEMOS JUNTOS POR JUNIN,293,1
110403,Junín,Junín,Ondores,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,72,1
110403,Junín,Junín,Ondores,ALIANZA PARA EL PROGRESO,153,1
110403,Junín,Junín,Ondores,FUERZA POPULAR,15,0
110403,Junín,Junín,Ondores,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,93,1
110403,Junín,Junín,Ondores,ACCION POPULAR,46,1
110404,Junín,Junín,Ulcumayo,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,775,1
110404,Junín,Junín,Ulcumayo,CAMINEMOS JUNTOS POR JUNIN,439,1
110404,Junín,Junín,Ulcumayo,JUNIN SOSTENIBLE CON SU GENTE,25,1
110404,Junín,Junín,Ulcumayo,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,394,1
110404,Junín,Junín,Ulcumayo,ALIANZA PARA EL PROGRESO,210,1
110404,Junín,Junín,Ulcumayo,FUERZA POPULAR,28,0
110404,Junín,Junín,Ulcumayo,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,30,1
110404,Junín,Junín,Ulcumayo,ACCION POPULAR,248,1
110502,Junín,Tarma,Acobamba,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,127,1
110502,Junín,Tarma,Acobamba,CAMINEMOS JUNTOS POR JUNIN,1192,1
110502,Junín,Tarma,Acobamba,JUNIN SOSTENIBLE CON SU GENTE,110,1
110502,Junín,Tarma,Acobamba,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1708,1
110502,Junín,Tarma,Acobamba,ALIANZA PARA EL PROGRESO,218,1
110502,Junín,Tarma,Acobamba,FUERZA POPULAR,384,0
110502,Junín,Tarma,Acobamba,PERUANOS POR EL KAMBIO,695,0
110502,Junín,Tarma,Acobamba,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,159,1
110502,Junín,Tarma,Acobamba,VAMOS PERU,5,0
110503,Junín,Tarma,Huaricolca,CAMINEMOS JUNTOS POR JUNIN,31,1
110503,Junín,Tarma,Huaricolca,JUNIN SOSTENIBLE CON SU GENTE,111,1
110503,Junín,Tarma,Huaricolca,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,20,1
110503,Junín,Tarma,Huaricolca,ALIANZA PARA EL PROGRESO,386,1
110503,Junín,Tarma,Huaricolca,UNION POR EL PERU,61,1
110503,Junín,Tarma,Huaricolca,FUERZA POPULAR,379,0
110503,Junín,Tarma,Huaricolca,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,44,1
110503,Junín,Tarma,Huaricolca,VAMOS PERU,35,0
110503,Junín,Tarma,Huaricolca,ACCION POPULAR,9,1
110504,Junín,Tarma,Huasahuasi,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,1057,1
110504,Junín,Tarma,Huasahuasi,CAMINEMOS JUNTOS POR JUNIN,333,1
110504,Junín,Tarma,Huasahuasi,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1865,1
110504,Junín,Tarma,Huasahuasi,ALIANZA PARA EL PROGRESO,134,1
110504,Junín,Tarma,Huasahuasi,UNION POR EL PERU,101,1
110504,Junín,Tarma,Huasahuasi,FUERZA POPULAR,1103,0
110504,Junín,Tarma,Huasahuasi,PERUANOS POR EL KAMBIO,39,0
110504,Junín,Tarma,Huasahuasi,VAMOS PERU,50,0
110504,Junín,Tarma,Huasahuasi,ACCION POPULAR,147,1
110505,Junín,Tarma,La Unión,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,125,1
110505,Junín,Tarma,La Unión,CAMINEMOS JUNTOS POR JUNIN,590,1
110505,Junín,Tarma,La Unión,JUNIN SOSTENIBLE CON SU GENTE,61,1
110505,Junín,Tarma,La Unión,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,615,1
110505,Junín,Tarma,La Unión,ALIANZA PARA EL PROGRESO,210,1
110505,Junín,Tarma,La Unión,FUERZA POPULAR,165,0
110505,Junín,Tarma,La Unión,PERUANOS POR EL KAMBIO,6,0
110505,Junín,Tarma,La Unión,DEMOCRACIA DIRECTA,16,0
110505,Junín,Tarma,La Unión,VAMOS PERU,22,0
110506,Junín,Tarma,Palca,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,382,1
110506,Junín,Tarma,Palca,CAMINEMOS JUNTOS POR JUNIN,297,1
110506,Junín,Tarma,Palca,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,378,1
110506,Junín,Tarma,Palca,ALIANZA PARA EL PROGRESO,541,1
110506,Junín,Tarma,Palca,FUERZA POPULAR,333,0
110506,Junín,Tarma,Palca,PERU NACION,111,1
110506,Junín,Tarma,Palca,PERUANOS POR EL KAMBIO,40,0
110506,Junín,Tarma,Palca,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,638,1
110506,Junín,Tarma,Palca,VAMOS PERU,87,0
110506,Junín,Tarma,Palca,ACCION POPULAR,60,1
110507,Junín,Tarma,Palcamayo,CAMINEMOS JUNTOS POR JUNIN,371,1
110507,Junín,Tarma,Palcamayo,JUNIN SOSTENIBLE CON SU GENTE,22,1
110507,Junín,Tarma,Palcamayo,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,580,1
110507,Junín,Tarma,Palcamayo,ALIANZA PARA EL PROGRESO,441,1
110507,Junín,Tarma,Palcamayo,FUERZA POPULAR,465,0
110507,Junín,Tarma,Palcamayo,PERU NACION,31,1
110507,Junín,Tarma,Palcamayo,PERUANOS POR EL KAMBIO,33,0
110507,Junín,Tarma,Palcamayo,VAMOS PERU,17,0
110507,Junín,Tarma,Palcamayo,ACCION POPULAR,49,1
110508,Junín,Tarma,San Pedro de Cajas,CAMINEMOS JUNTOS POR JUNIN,79,1
110508,Junín,Tarma,San Pedro de Cajas,JUNIN SOSTENIBLE CON SU GENTE,570,1
110508,Junín,Tarma,San Pedro de Cajas,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,110,1
110508,Junín,Tarma,San Pedro de Cajas,ALIANZA PARA EL PROGRESO,274,1
110508,Junín,Tarma,San Pedro de Cajas,FUERZA POPULAR,100,0
110508,Junín,Tarma,San Pedro de Cajas,PERU NACION,8,1
110508,Junín,Tarma,San Pedro de Cajas,JUNTOS POR EL PERU,56,1
110508,Junín,Tarma,San Pedro de Cajas,PERUANOS POR EL KAMBIO,37,0
110508,Junín,Tarma,San Pedro de Cajas,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,16,1
110508,Junín,Tarma,San Pedro de Cajas,ACCION POPULAR,634,1
110509,Junín,Tarma,Tapo,CAMINEMOS JUNTOS POR JUNIN,237,1
110509,Junín,Tarma,Tapo,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,528,1
110509,Junín,Tarma,Tapo,ALIANZA PARA EL PROGRESO,223,1
110509,Junín,Tarma,Tapo,FUERZA POPULAR,96,0
110509,Junín,Tarma,Tapo,JUNTOS POR EL PERU,11,1
110509,Junín,Tarma,Tapo,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,245,1
110509,Junín,Tarma,Tapo,VAMOS PERU,145,0
110602,Junín,Yauli,Chacapalpa,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,106,1
110602,Junín,Yauli,Chacapalpa,CAMINEMOS JUNTOS POR JUNIN,12,1
110602,Junín,Yauli,Chacapalpa,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,208,1
110602,Junín,Yauli,Chacapalpa,ALIANZA PARA EL PROGRESO,102,1
110602,Junín,Yauli,Chacapalpa,UNION POR EL PERU,70,1
110602,Junín,Yauli,Chacapalpa,FUERZA POPULAR,49,0
110603,Junín,Yauli,Huay-Huay,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,139,1
110603,Junín,Yauli,Huay-Huay,CAMINEMOS JUNTOS POR JUNIN,30,1
110603,Junín,Yauli,Huay-Huay,ALIANZA PARA EL PROGRESO,243,1
110603,Junín,Yauli,Huay-Huay,PARTIDO DEMOCRATICO SOMOS PERU,31,0
110603,Junín,Yauli,Huay-Huay,FUERZA POPULAR,272,0
110604,Junín,Yauli,Marcapomacocha,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,226,1
110604,Junín,Yauli,Marcapomacocha,CAMINEMOS JUNTOS POR JUNIN,33,1
110604,Junín,Yauli,Marcapomacocha,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,10,1
110604,Junín,Yauli,Marcapomacocha,ALIANZA PARA EL PROGRESO,158,1
110604,Junín,Yauli,Marcapomacocha,UNION POR EL PERU,13,1
110604,Junín,Yauli,Marcapomacocha,PARTIDO DEMOCRATICO SOMOS PERU,17,0
110604,Junín,Yauli,Marcapomacocha,PERU PATRIA SEGURA,95,0
110604,Junín,Yauli,Marcapomacocha,JUNTOS POR EL PERU,12,1
110605,Junín,Yauli,Morococha,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,344,1
110605,Junín,Yauli,Morococha,CAMINEMOS JUNTOS POR JUNIN,439,1
110605,Junín,Yauli,Morococha,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,498,1
110605,Junín,Yauli,Morococha,ALIANZA PARA EL PROGRESO,398,1
110605,Junín,Yauli,Morococha,UNION POR EL PERU,52,1
110605,Junín,Yauli,Morococha,PERU PATRIA SEGURA,15,0
110605,Junín,Yauli,Morococha,FUERZA POPULAR,88,0
110605,Junín,Yauli,Morococha,JUNTOS POR EL PERU,234,1
110605,Junín,Yauli,Morococha,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,66,1
110605,Junín,Yauli,Morococha,VAMOS PERU,129,0
110606,Junín,Yauli,Paccha,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,160,1
110606,Junín,Yauli,Paccha,CAMINEMOS JUNTOS POR JUNIN,309,1
110606,Junín,Yauli,Paccha,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,265,1
110606,Junín,Yauli,Paccha,UNION POR EL PERU,184,1
110606,Junín,Yauli,Paccha,FUERZA POPULAR,33,0
110606,Junín,Yauli,Paccha,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,32,1
110607,Junín,Yauli,Santa Bárbara de Carhuacayán,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,149,1
110607,Junín,Yauli,Santa Bárbara de Carhuacayán,CAMINEMOS JUNTOS POR JUNIN,37,1
110607,Junín,Yauli,Santa Bárbara de Carhuacayán,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,99,1
110607,Junín,Yauli,Santa Bárbara de Carhuacayán,ALIANZA PARA EL PROGRESO,112,1
110607,Junín,Yauli,Santa Bárbara de Carhuacayán,PARTIDO DEMOCRATICO SOMOS PERU,40,0
110608,Junín,Yauli,Suitucancha,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,17,1
110608,Junín,Yauli,Suitucancha,CAMINEMOS JUNTOS POR JUNIN,94,1
110608,Junín,Yauli,Suitucancha,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,249,1
110608,Junín,Yauli,Suitucancha,ALIANZA PARA EL PROGRESO,58,1
110608,Junín,Yauli,Suitucancha,PARTIDO DEMOCRATICO SOMOS PERU,29,0
110608,Junín,Yauli,Suitucancha,PERU PATRIA SEGURA,111,0
110608,Junín,Yauli,Suitucancha,ACCION POPULAR,3,1
110609,Junín,Yauli,Yauli,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,261,1
110609,Junín,Yauli,Yauli,CAMINEMOS JUNTOS POR JUNIN,456,1
110609,Junín,Yauli,Yauli,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,548,1
110609,Junín,Yauli,Yauli,ALIANZA PARA EL PROGRESO,275,1
110609,Junín,Yauli,Yauli,UNION POR EL PERU,27,1
110609,Junín,Yauli,Yauli,FUERZA POPULAR,9,0
110609,Junín,Yauli,Yauli,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,65,1
110609,Junín,Yauli,Yauli,ACCION POPULAR,201,1
110610,Junín,Yauli,Santa Rosa de Sacco,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,1291,1
110610,Junín,Yauli,Santa Rosa de Sacco,CAMINEMOS JUNTOS POR JUNIN,744,1
110610,Junín,Yauli,Santa Rosa de Sacco,JUNIN SOSTENIBLE CON SU GENTE,47,1
110610,Junín,Yauli,Santa Rosa de Sacco,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,687,1
110610,Junín,Yauli,Santa Rosa de Sacco,ALIANZA PARA EL PROGRESO,388,1
110610,Junín,Yauli,Santa Rosa de Sacco,UNION POR EL PERU,449,1
110610,Junín,Yauli,Santa Rosa de Sacco,PARTIDO DEMOCRATICO SOMOS PERU,63,0
110610,Junín,Yauli,Santa Rosa de Sacco,PERU PATRIA SEGURA,16,0
110610,Junín,Yauli,Santa Rosa de Sacco,FUERZA POPULAR,60,0
110610,Junín,Yauli,Santa Rosa de Sacco,PERU NACION,10,1
110610,Junín,Yauli,Santa Rosa de Sacco,JUNTOS POR EL PERU,26,1
110610,Junín,Yauli,Santa Rosa de Sacco,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,167,1
110610,Junín,Yauli,Santa Rosa de Sacco,ACCION POPULAR,580,1
110702,Junín,Satipo,Coviriali,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,413,1
110702,Junín,Satipo,Coviriali,CAMINEMOS JUNTOS POR JUNIN,518,1
110702,Junín,Satipo,Coviriali,JUNIN SOSTENIBLE CON SU GENTE,49,1
110702,Junín,Satipo,Coviriali,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,551,1
110702,Junín,Satipo,Coviriali,ALIANZA PARA EL PROGRESO,392,1
110702,Junín,Satipo,Coviriali,UNION POR EL PERU,25,1
110702,Junín,Satipo,Coviriali,FUERZA POPULAR,184,0
110702,Junín,Satipo,Coviriali,DEMOCRACIA DIRECTA,20,0
110703,Junín,Satipo,Llaylla,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,572,1
110703,Junín,Satipo,Llaylla,CAMINEMOS JUNTOS POR JUNIN,79,1
110703,Junín,Satipo,Llaylla,JUNIN SOSTENIBLE CON SU GENTE,8,1
110703,Junín,Satipo,Llaylla,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,665,1
110703,Junín,Satipo,Llaylla,ALIANZA PARA EL PROGRESO,325,1
110703,Junín,Satipo,Llaylla,UNION POR EL PERU,27,1
110703,Junín,Satipo,Llaylla,FUERZA POPULAR,154,0
110703,Junín,Satipo,Llaylla,PERU NACION,18,1
110703,Junín,Satipo,Llaylla,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,13,1
110703,Junín,Satipo,Llaylla,ACCION POPULAR,28,1
110704,Junín,Satipo,Mazamari,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,3612,1
110704,Junín,Satipo,Mazamari,CAMINEMOS JUNTOS POR JUNIN,796,1
110704,Junín,Satipo,Mazamari,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,2627,1
110704,Junín,Satipo,Mazamari,ALIANZA PARA EL PROGRESO,1832,1
110704,Junín,Satipo,Mazamari,UNION POR EL PERU,157,1
110704,Junín,Satipo,Mazamari,FUERZA POPULAR,644,0
110704,Junín,Satipo,Mazamari,PERU NACION,21,1
110704,Junín,Satipo,Mazamari,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,48,1
110704,Junín,Satipo,Mazamari,ACCION POPULAR,116,1
110705,Junín,Satipo,Pampa Hermosa,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,772,1
110705,Junín,Satipo,Pampa Hermosa,CAMINEMOS JUNTOS POR JUNIN,361,1
110705,Junín,Satipo,Pampa Hermosa,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,979,1
110705,Junín,Satipo,Pampa Hermosa,ALIANZA PARA EL PROGRESO,22,1
110705,Junín,Satipo,Pampa Hermosa,UNION POR EL PERU,14,1
110705,Junín,Satipo,Pampa Hermosa,FUERZA POPULAR,38,0
110706,Junín,Satipo,Pangoa,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,4949,1
110706,Junín,Satipo,Pangoa,CAMINEMOS JUNTOS POR JUNIN,5703,1
110706,Junín,Satipo,Pangoa,JUNIN SOSTENIBLE CON SU GENTE,833,1
110706,Junín,Satipo,Pangoa,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,802,1
110706,Junín,Satipo,Pangoa,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",617,0
110706,Junín,Satipo,Pangoa,ALIANZA PARA EL PROGRESO,2827,1
110706,Junín,Satipo,Pangoa,UNION POR EL PERU,975,1
110706,Junín,Satipo,Pangoa,PERU PATRIA SEGURA,36,0
110706,Junín,Satipo,Pangoa,FUERZA POPULAR,411,0
110706,Junín,Satipo,Pangoa,PERU NACION,24,1
110706,Junín,Satipo,Pangoa,ACCION POPULAR,809,1
110707,Junín,Satipo,Río Negro,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,1929,1
110707,Junín,Satipo,Río Negro,CAMINEMOS JUNTOS POR JUNIN,811,1
110707,Junín,Satipo,Río Negro,JUNIN SOSTENIBLE CON SU GENTE,760,1
110707,Junín,Satipo,Río Negro,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1252,1
110707,Junín,Satipo,Río Negro,ALIANZA PARA EL PROGRESO,2256,1
110707,Junín,Satipo,Río Negro,UNION POR EL PERU,163,1
110707,Junín,Satipo,Río Negro,FUERZA POPULAR,1639,0
110707,Junín,Satipo,Río Negro,PERU NACION,50,1
110707,Junín,Satipo,Río Negro,ACCION POPULAR,56,1
110708,Junín,Satipo,Río Tambo,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,1561,1
110708,Junín,Satipo,Río Tambo,CAMINEMOS JUNTOS POR JUNIN,3478,1
110708,Junín,Satipo,Río Tambo,JUNIN SOSTENIBLE CON SU GENTE,1090,1
110708,Junín,Satipo,Río Tambo,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,155,1
110708,Junín,Satipo,Río Tambo,ALIANZA PARA EL PROGRESO,632,1
110708,Junín,Satipo,Río Tambo,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,385,1
110708,Junín,Satipo,Río Tambo,UNION POR EL PERU,66,1
110708,Junín,Satipo,Río Tambo,FUERZA POPULAR,828,0
110709,Junín,Satipo,Vizcatan del ene,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,192,1
110709,Junín,Satipo,Vizcatan del ene,CAMINEMOS JUNTOS POR JUNIN,94,1
110709,Junín,Satipo,Vizcatan del ene,JUNIN SOSTENIBLE CON SU GENTE,80,1
110709,Junín,Satipo,Vizcatan del ene,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,168,1
110709,Junín,Satipo,Vizcatan del ene,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",53,0
110709,Junín,Satipo,Vizcatan del ene,ALIANZA PARA EL PROGRESO,11,1
110709,Junín,Satipo,Vizcatan del ene,UNION POR EL PERU,50,1
110709,Junín,Satipo,Vizcatan del ene,FUERZA POPULAR,194,0
110709,Junín,Satipo,Vizcatan del ene,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,9,1
110709,Junín,Satipo,Vizcatan del ene,DEMOCRACIA DIRECTA,149,0
110802,Junín,Chanchamayo,San Ramón,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,2011,1
